kabupaten_kota;tahun;komoditas;produksi;luas_panen;produktivitas;
Way Kanan;2023;Ubijalar;0;0;0;
Way Kanan;2023;Ubikayu / Ketela Pohon;0;0;0;
Tulang Bawang;2017;Jagung;40589.8894;8603;47.1810873;
Tulang Bawang;2017;Kacang Hijau;0;60;0;
Tulang Bawang;2017;Kacang Tamnah;149.9116005;119;12.59761349;
Tulang Bawang;2017;Kedelai;44;37;11.89189189;
Tulang Bawang;2017;Padi;329439;73415.1;44.87346609;
Tulang Bawang;2017;Padi Ladang;0;0;0;
Tulang Bawang;2017;Padi Sawah;0;0;0;
Tulang Bawang;2017;Ubijalar;2124.04406;204;104.1198069;
Tulang Bawang;2017;Ubikayu / Ketela Pohon;504387.0128;19504;258.606959;
Tulang Bawang;2018;Jagung;0;0;0;
Tulang Bawang;2018;Kacang Hijau;89;86;10.34883721;
Tulang Bawang;2018;Kacang Tamnah;198.6466787;137;14.49975757;
Tulang Bawang;2018;Kedelai;600.1931315;489;12.27388817;
Tulang Bawang;2018;Padi;194593.04;43681.36;44.54830161;
Tulang Bawang;2018;Padi Ladang;0;0;0;
Tulang Bawang;2018;Padi Sawah;0;0;0;
Tulang Bawang;2018;Ubijalar;3196.749272;146;218.9554296;
Tulang Bawang;2018;Ubikayu / Ketela Pohon;439098.4131;21035.8;208.7386328;
Tulang Bawang;2019;Jagung;0;0;0;
Tulang Bawang;2019;Kacang Hijau;65.814;68;9.678529412;
Tulang Bawang;2019;Kacang Tamnah;129.4585842;99;13.07662466;
Tulang Bawang;2019;Kedelai;295;225;13.11111111;
Tulang Bawang;2019;Padi;217894.34;51559.24;42.26096816;
Tulang Bawang;2019;Padi Ladang;0;0;0;
Tulang Bawang;2019;Padi Sawah;0;0;0;
Tulang Bawang;2019;Ubijalar;1952.334716;93;209.928464;
Tulang Bawang;2019;Ubikayu / Ketela Pohon;465959.3924;21572.9;215.9929321;
Tulang Bawang;2020;Jagung;0;0;0;
Tulang Bawang;2020;Kacang Hijau;38.9;58;6.706896552;
Tulang Bawang;2020;Kacang Tamnah;202.2038732;135;14.97806468;
Tulang Bawang;2020;Kedelai;278.8368694;175;15.93353539;
Tulang Bawang;2020;Padi;215987.34;55881.56;38.65091454;
Tulang Bawang;2020;Padi Ladang;0;0;0;
Tulang Bawang;2020;Padi Sawah;0;0;0;
Tulang Bawang;2020;Ubijalar;1809.534299;115;157.3508086;
Tulang Bawang;2020;Ubikayu / Ketela Pohon;692874.6552;26675.4;259.7429299;
Tulang Bawang;2021;Jagung;0;0;0;
Tulang Bawang;2021;Kacang Hijau;88;90;9.777777778;
Tulang Bawang;2021;Kacang Tamnah;193.65792;150;12.910528;
Tulang Bawang;2021;Kedelai;163.9845285;112;14.64147576;
Tulang Bawang;2021;Padi;232508.52;52601.29;44.20205664;
Tulang Bawang;2021;Padi Ladang;0;0;0;
Tulang Bawang;2021;Padi Sawah;0;0;0;
Tulang Bawang;2021;Ubijalar;2183.726385;112;194.9755701;
Tulang Bawang;2021;Ubikayu / Ketela Pohon;577999.1852;27410.3;210.8693393;
Tulang Bawang;2022;Jagung;0;0;0;
Tulang Bawang;2022;Kacang Hijau;47.4;38;12.47368421;
Tulang Bawang;2022;Kacang Tamnah;170.9466874;119;14.36526785;
Tulang Bawang;2022;Kedelai;4.678182;3;15.59394;
Tulang Bawang;2022;Padi;268323.74;65510.84;40.95867798;
Tulang Bawang;2022;Padi Ladang;0;0;0;
Tulang Bawang;2022;Padi Sawah;0;0;0;
Tulang Bawang;2022;Ubijalar;1139.346436;64;178.0228805;
Tulang Bawang;2022;Ubikayu / Ketela Pohon;663243.9658;28365.8;233.8181775;
Tulang Bawang;2023;Jagung;0;0;0;
Tulang Bawang;2023;Kacang Hijau;0;0;0;
Tulang Bawang;2023;Kacang Tamnah;0;0;0;
Tulang Bawang;2023;Kedelai;0;0;0;
Tulang Bawang;2023;Padi;319193.91;72025.12;44.31702578;
Tulang Bawang;2023;Padi Ladang;0;0;0;
Tulang Bawang;2023;Padi Sawah;0;0;0;
Tulang Bawang;2023;Ubijalar;0;0;0;
Tulang Bawang;2023;Ubikayu / Ketela Pohon;0;0;0;
Pesawaran;2017;Jagung;118582.71;24486;48.42877971;
Pesawaran;2017;Kacang Hijau;0;153;0;
Pesawaran;2017;Kacang Tamnah;174.7731974;113;15.46665464;
Pesawaran;2017;Kedelai;1301;1013;12.84304047;
Pesawaran;2017;Padi;215953;39995.1;53.99486437;
Pesawaran;2017;Padi Ladang;0;0;0;
Pesawaran;2017;Padi Sawah;0;0;0;
Pesawaran;2017;Ubijalar;1079.553255;102;105.8385544;
Pesawaran;2017;Ubikayu / Ketela Pohon;49508.98267;2570;192.6419559;
Pesawaran;2018;Jagung;0;0;0;
Pesawaran;2018;Kacang Hijau;19;19;10;
Pesawaran;2018;Kacang Tamnah;116.4447847;81;14.37589934;
Pesawaran;2018;Kedelai;4598.19264;3298;13.94236701;
Pesawaran;2018;Padi;134478.34;24396.52;55.12193542;
Pesawaran;2018;Padi Ladang;0;0;0;
Pesawaran;2018;Padi Sawah;0;0;0;
Pesawaran;2018;Ubijalar;633.008359;29;218.2787445;
Pesawaran;2018;Ubikayu / Ketela Pohon;16769.96628;695;241.2944788;
Pesawaran;2019;Jagung;0;0;0;
Pesawaran;2019;Kacang Hijau;108.557;109;9.959357798;
Pesawaran;2019;Kacang Tamnah;160.0786122;128.5;12.45747955;
Pesawaran;2019;Kedelai;550;416;13.22115385;
Pesawaran;2019;Padi;111281.36;20564.75;54.11267339;
Pesawaran;2019;Padi Ladang;0;0;0;
Pesawaran;2019;Padi Sawah;0;0;0;
Pesawaran;2019;Ubijalar;1700.719127;107;158.9457128;
Pesawaran;2019;Ubikayu / Ketela Pohon;143786.9149;4339;331.3826109;
Pesawaran;2020;Jagung;0;0;0;
Pesawaran;2020;Kacang Hijau;84.3;68;12.39705882;
Pesawaran;2020;Kacang Tamnah;131.5447029;115.5;11.38915176;
Pesawaran;2020;Kedelai;3.037385659;2;15.1869283;
Pesawaran;2020;Padi;113206.52;22068.41;51.29799564;
Pesawaran;2020;Padi Ladang;0;0;0;
Pesawaran;2020;Padi Sawah;0;0;0;
Pesawaran;2020;Ubijalar;2507.369669;153.5;163.3465582;
Pesawaran;2020;Ubikayu / Ketela Pohon;97483.73446;3012;323.6511768;
Pesawaran;2021;Jagung;0;0;0;
Pesawaran;2021;Kacang Hijau;284.2;258;11.01550388;
Pesawaran;2021;Kacang Tamnah;236.8512;216;10.96533333;
Pesawaran;2021;Kedelai;0;0;0;
Pesawaran;2021;Padi;113402.71;21260.36;53.33997637;
Pesawaran;2021;Padi Ladang;0;0;0;
Pesawaran;2021;Padi Sawah;0;0;0;
Pesawaran;2021;Ubijalar;2263.488212;118.8;190.5293108;
Pesawaran;2021;Ubikayu / Ketela Pohon;92914.62678;2476;375.2610129;
Pesawaran;2022;Jagung;0;0;0;
Pesawaran;2022;Kacang Hijau;141.6;130.2;10.87557604;
Pesawaran;2022;Kacang Tamnah;176.4073945;154.9;11.38846962;
Pesawaran;2022;Kedelai;179.0069184;114.5;15.633792;
Pesawaran;2022;Padi;130558.89;23359.64;55.89079712;
Pesawaran;2022;Padi Ladang;0;0;0;
Pesawaran;2022;Padi Sawah;0;0;0;
Pesawaran;2022;Ubijalar;1414.949477;74.2;190.6939996;
Pesawaran;2022;Ubikayu / Ketela Pohon;68551.00359;1688.5;405.9875842;
Pesawaran;2023;Jagung;0;0;0;
Pesawaran;2023;Kacang Hijau;0;0;0;
Pesawaran;2023;Kacang Tamnah;0;0;0;
Pesawaran;2023;Kedelai;0;0;0;
Pesawaran;2023;Padi;121692.61;23009.98;52.88688213;
Pesawaran;2023;Padi Ladang;0;0;0;
Pesawaran;2023;Padi Sawah;0;0;0;
Pesawaran;2023;Ubijalar;0;0;0;
Pesawaran;2023;Ubikayu / Ketela Pohon;0;0;0;
Mesuji;2017;Jagung;24177.00082;5117.1;47.24746598;
Mesuji;2017;Kacang Hijau;0;13;0;
Mesuji;2017;Kacang Tamnah;74.77996229;57;13.11929163;
Mesuji;2017;Kedelai;494;430.4;11.47769517;
Mesuji;2017;Padi;277215;63486.4;43.66525744;
Mesuji;2017;Padi Ladang;0;0;0;
Mesuji;2017;Padi Sawah;0;0;0;
Mesuji;2017;Ubijalar;472.3594778;48;98.40822453;
Mesuji;2017;Ubikayu / Ketela Pohon;18947.92106;732;258.8513806;
Mesuji;2018;Jagung;0;0;0;
Mesuji;2018;Kacang Hijau;6;6;10;
Mesuji;2018;Kacang Tamnah;6.45888;6;10.7648;
Mesuji;2018;Kedelai;1470.356721;1082;13.58924881;
Mesuji;2018;Padi;228265.9;44556.79;51.23032876;
Mesuji;2018;Padi Ladang;0;0;0;
Mesuji;2018;Padi Sawah;0;0;0;
Mesuji;2018;Ubijalar;577.0898872;28;206.1035311;
Mesuji;2018;Ubikayu / Ketela Pohon;31727.77248;1720;184.4637935;
Mesuji;2019;Jagung;0;0;0;
Mesuji;2019;Kacang Hijau;2.784;3;9.28;
Mesuji;2019;Kacang Tamnah;0;0;0;
Mesuji;2019;Kedelai;2;2;10;
Mesuji;2019;Padi;246840.77;56247.52;43.88473838;
Mesuji;2019;Padi Ladang;0;0;0;
Mesuji;2019;Padi Sawah;0;0;0;
Mesuji;2019;Ubijalar;0;0;0;
Mesuji;2019;Ubikayu / Ketela Pohon;24598.94803;1051;234.0527881;
Mesuji;2020;Jagung;0;0;0;
Mesuji;2020;Kacang Hijau;8.4;9;9.333333333;
Mesuji;2020;Kacang Tamnah;12.23094857;9;13.58994286;
Mesuji;2020;Kedelai;0;0;0;
Mesuji;2020;Padi;325509.23;78479.45;41.47700194;
Mesuji;2020;Padi Ladang;0;0;0;
Mesuji;2020;Padi Sawah;0;0;0;
Mesuji;2020;Ubijalar;0;0;0;
Mesuji;2020;Ubikayu / Ketela Pohon;33279.20155;1526;218.0812683;
Mesuji;2021;Jagung;0;0;0;
Mesuji;2021;Kacang Hijau;8.3;9;9.222222222;
Mesuji;2021;Kacang Tamnah;8.20736;6;13.67893333;
Mesuji;2021;Kedelai;97.309728;67;14.52384;
Mesuji;2021;Padi;336767.8;65020.17;51.79435858;
Mesuji;2021;Padi Ladang;0;0;0;
Mesuji;2021;Padi Sawah;0;0;0;
Mesuji;2021;Ubijalar;227.9475385;12;189.9562821;
Mesuji;2021;Ubikayu / Ketela Pohon;38662.944;1709;226.2313868;
Mesuji;2022;Jagung;0;0;0;
Mesuji;2022;Kacang Hijau;0;0;0;
Mesuji;2022;Kacang Tamnah;0;0;0;
Mesuji;2022;Kedelai;72.6924096;43;16.90521153;
Mesuji;2022;Padi;296934.72;57654.9;51.50207875;
Mesuji;2022;Padi Ladang;0;0;0;
Mesuji;2022;Padi Sawah;0;0;0;
Mesuji;2022;Ubijalar;0;0;0;
Mesuji;2022;Ubikayu / Ketela Pohon;62730.90985;2206;284.3649585;
Mesuji;2023;Jagung;0;0;0;
Mesuji;2023;Kacang Hijau;0;0;0;
Mesuji;2023;Kacang Tamnah;0;0;0;
Mesuji;2023;Kedelai;0;0;0;
Mesuji;2023;Padi;296526.82;56726.11;52.27342753;
Mesuji;2023;Padi Ladang;0;0;0;
Mesuji;2023;Padi Sawah;0;0;0;
Mesuji;2023;Ubijalar;0;0;0;
Mesuji;2023;Ubikayu / Ketela Pohon;0;0;0;
Tulang Bawang Barat;2017;Jagung;30488.28967;6687.9;45.58723915;
Tulang Bawang Barat;2017;Kacang Hijau;0;27;0;
Tulang Bawang Barat;2017;Kacang Tamnah;227.6723598;162.8;13.98478869;
Tulang Bawang Barat;2017;Kedelai;0;0;0;
Tulang Bawang Barat;2017;Padi;113636;22477.9;50.55454469;
Tulang Bawang Barat;2017;Padi Ladang;0;0;0;
Tulang Bawang Barat;2017;Padi Sawah;0;0;0;
Tulang Bawang Barat;2017;Ubijalar;1335.866414;126.8;105.3522409;
Tulang Bawang Barat;2017;Ubikayu / Ketela Pohon;682708.2082;28453.2;239.9407477;
Tulang Bawang Barat;2018;Jagung;0;0;0;
Tulang Bawang Barat;2018;Kacang Hijau;11;14;7.857142857;
Tulang Bawang Barat;2018;Kacang Tamnah;135.8992046;100;13.58992046;
Tulang Bawang Barat;2018;Kedelai;3375.340224;2504;13.47979323;
Tulang Bawang Barat;2018;Padi;43391.57;11543.67;37.58905963;
Tulang Bawang Barat;2018;Padi Ladang;0;0;0;
Tulang Bawang Barat;2018;Padi Sawah;0;0;0;
Tulang Bawang Barat;2018;Ubijalar;556.4888;43;129.416;
Tulang Bawang Barat;2018;Ubikayu / Ketela Pohon;526037.3036;24854.8;211.6441507;
Tulang Bawang Barat;2019;Jagung;0;0;0;
Tulang Bawang Barat;2019;Kacang Hijau;5.898;6;9.83;
Tulang Bawang Barat;2019;Kacang Tamnah;77;53.5;14.39252336;
Tulang Bawang Barat;2019;Kedelai;1022;776.5;13.16162267;
Tulang Bawang Barat;2019;Padi;30670.11;6071.41;50.51562981;
Tulang Bawang Barat;2019;Padi Ladang;0;0;0;
Tulang Bawang Barat;2019;Padi Sawah;0;0;0;
Tulang Bawang Barat;2019;Ubijalar;724.8031444;35;207.0866127;
Tulang Bawang Barat;2019;Ubikayu / Ketela Pohon;534975.5234;24506.5;218.2994403;
Tulang Bawang Barat;2020;Jagung;0;0;0;
Tulang Bawang Barat;2020;Kacang Hijau;28.5;34.7;8.213256484;
Tulang Bawang Barat;2020;Kacang Tamnah;489.2098538;338.4;14.45655596;
Tulang Bawang Barat;2020;Kedelai;0;0;0;
Tulang Bawang Barat;2020;Padi;30361.02;6360.79;47.73152391;
Tulang Bawang Barat;2020;Padi Ladang;0;0;0;
Tulang Bawang Barat;2020;Padi Sawah;0;0;0;
Tulang Bawang Barat;2020;Ubijalar;628.8596678;41;153.3804068;
Tulang Bawang Barat;2020;Ubikayu / Ketela Pohon;603443.5718;26159.8;230.6759118;
Tulang Bawang Barat;2021;Jagung;0;0;0;
Tulang Bawang Barat;2021;Kacang Hijau;14.6;34.7;4.207492795;
Tulang Bawang Barat;2021;Kacang Tamnah;98.7167744;338.4;2.917162364;
Tulang Bawang Barat;2021;Kedelai;0;0;0;
Tulang Bawang Barat;2021;Padi;33802.34;6360.79;53.14173239;
Tulang Bawang Barat;2021;Padi Ladang;0;0;0;
Tulang Bawang Barat;2021;Padi Sawah;0;0;0;
Tulang Bawang Barat;2021;Ubijalar;565.5202912;41;137.9317783;
Tulang Bawang Barat;2021;Ubikayu / Ketela Pohon;679557.5487;26159.8;259.7716912;
Tulang Bawang Barat;2022;Jagung;0;0;0;
Tulang Bawang Barat;2022;Kacang Hijau;100.9;34.7;29.0778098;
Tulang Bawang Barat;2022;Kacang Tamnah;70.57039877;338.4;2.085413675;
Tulang Bawang Barat;2022;Kedelai;0;0;0;
Tulang Bawang Barat;2022;Padi;50700.33;6360.79;79.70759921;
Tulang Bawang Barat;2022;Padi Ladang;0;0;0;
Tulang Bawang Barat;2022;Padi Sawah;0;0;0;
Tulang Bawang Barat;2022;Ubijalar;413.1913902;41;100.7783878;
Tulang Bawang Barat;2022;Ubikayu / Ketela Pohon;679718.2001;26159.8;259.8331027;
Tulang Bawang Barat;2023;Jagung;0;0;0;
Tulang Bawang Barat;2023;Kacang Hijau;0;100;0;
Tulang Bawang Barat;2023;Kacang Tamnah;0;48.7;0;
Tulang Bawang Barat;2023;Kedelai;0;0;0;
Tulang Bawang Barat;2023;Padi;45954.48;10254.68;44.81317798;
Tulang Bawang Barat;2023;Padi Ladang;0;0;0;
Tulang Bawang Barat;2023;Padi Sawah;0;0;0;
Tulang Bawang Barat;2023;Ubijalar;0;21.5;0;
Tulang Bawang Barat;2023;Ubikayu / Ketela Pohon;0;26684.3;0;
Pesisir Barat;2017;Jagung;32668.48547;6050.6;53.99214205;
Pesisir Barat;2017;Kacang Hijau;0;87;0;
Pesisir Barat;2017;Kacang Tamnah;119.3531892;96;12.43262388;
Pesisir Barat;2017;Kedelai;309;217;14.23963134;
Pesisir Barat;2017;Padi;101696;20530.3;49.53459034;
Pesisir Barat;2017;Padi Ladang;0;0;0;
Pesisir Barat;2017;Padi Sawah;0;0;0;
Pesisir Barat;2017;Ubijalar;1041.341601;100;104.1341601;
Pesisir Barat;2017;Ubikayu / Ketela Pohon;3589.240913;161;222.9342182;
Pesisir Barat;2018;Jagung;0;0;0;
Pesisir Barat;2018;Kacang Hijau;63.1;76;8.302631579;
Pesisir Barat;2018;Kacang Tamnah;132.0533952;108;12.22716622;
Pesisir Barat;2018;Kedelai;1461.72199;1127;12.97002653;
Pesisir Barat;2018;Padi;67393.77;13208.91;51.02144689;
Pesisir Barat;2018;Padi Ladang;0;0;0;
Pesisir Barat;2018;Padi Sawah;0;0;0;
Pesisir Barat;2018;Ubijalar;2543.11401;117;217.3601718;
Pesisir Barat;2018;Ubikayu / Ketela Pohon;4146.236031;176;235.5815927;
Pesisir Barat;2019;Jagung;0;0;0;
Pesisir Barat;2019;Kacang Hijau;68.903;71;9.704647887;
Pesisir Barat;2019;Kacang Tamnah;41;80;5.125;
Pesisir Barat;2019;Kedelai;20;14;14.28571429;
Pesisir Barat;2019;Padi;50951.25;11038.55;46.15755693;
Pesisir Barat;2019;Padi Ladang;0;0;0;
Pesisir Barat;2019;Padi Sawah;0;0;0;
Pesisir Barat;2019;Ubijalar;1963.078487;98;200.3141314;
Pesisir Barat;2019;Ubikayu / Ketela Pohon;2941.450843;118;249.2754952;
Pesisir Barat;2020;Jagung;0;0;0;
Pesisir Barat;2020;Kacang Hijau;33.4;70;4.771428571;
Pesisir Barat;2020;Kacang Tamnah;126.3396572;86;14.69065781;
Pesisir Barat;2020;Kedelai;184.3041126;116;15.88828557;
Pesisir Barat;2020;Padi;60273.6;12808.37;47.05797849;
Pesisir Barat;2020;Padi Ladang;0;0;0;
Pesisir Barat;2020;Padi Sawah;0;0;0;
Pesisir Barat;2020;Ubijalar;1340.73086;85;157.7330423;
Pesisir Barat;2020;Ubikayu / Ketela Pohon;2898.915787;109;265.9555767;
Pesisir Barat;2021;Jagung;0;0;0;
Pesisir Barat;2021;Kacang Hijau;51.3;68;7.544117647;
Pesisir Barat;2021;Kacang Tamnah;145.0206436;124;11.69521319;
Pesisir Barat;2021;Kedelai;659.382336;454;14.52384;
Pesisir Barat;2021;Padi;62295.74;12215.56;50.99703984;
Pesisir Barat;2021;Padi Ladang;0;0;0;
Pesisir Barat;2021;Padi Sawah;0;0;0;
Pesisir Barat;2021;Ubijalar;1911.841011;99;193.1152536;
Pesisir Barat;2021;Ubikayu / Ketela Pohon;4015.814496;149;269.5177514;
Pesisir Barat;2022;Jagung;0;0;0;
Pesisir Barat;2022;Kacang Hijau;56.8;77;7.376623377;
Pesisir Barat;2022;Kacang Tamnah;143.3190358;105;13.64943198;
Pesisir Barat;2022;Kedelai;202.745574;125;16.21964592;
Pesisir Barat;2022;Padi;60772.93;11921.43;50.97788604;
Pesisir Barat;2022;Padi Ladang;0;0;0;
Pesisir Barat;2022;Padi Sawah;0;0;0;
Pesisir Barat;2022;Ubijalar;1357.678654;71;191.2223457;
Pesisir Barat;2022;Ubikayu / Ketela Pohon;3389.149675;133;254.8232838;
Pesisir Barat;2023;Jagung;0;0;0;
Pesisir Barat;2023;Kacang Hijau;0;0;0;
Pesisir Barat;2023;Kacang Tamnah;0;0;0;
Pesisir Barat;2023;Kedelai;0;0;0;
Pesisir Barat;2023;Padi;60121.34;10860.16;55.3595343;
Pesisir Barat;2023;Padi Ladang;0;0;0;
Pesisir Barat;2023;Padi Sawah;0;0;0;
Pesisir Barat;2023;Ubijalar;0;0;0;
Pesisir Barat;2023;Ubikayu / Ketela Pohon;0;0;0;
Bandar Lampung;2017;Jagung;641.4322408;116;55.29588283;
Bandar Lampung;2017;Kacang Hijau;0;1;0;
Bandar Lampung;2017;Kacang Tamnah;20.25132261;15;13.50088174;
Bandar Lampung;2017;Kedelai;0;0;0;
Bandar Lampung;2017;Padi;10190;1702.4;59.85667293;
Bandar Lampung;2017;Padi Ladang;0;0;0;
Bandar Lampung;2017;Padi Sawah;0;0;0;
Bandar Lampung;2017;Ubijalar;151.2451697;15;100.8301131;
Bandar Lampung;2017;Ubikayu / Ketela Pohon;1660.702947;65;255.4927611;
Bandar Lampung;2018;Jagung;0;0;0;
Bandar Lampung;2018;Kacang Hijau;1;1;10;
Bandar Lampung;2018;Kacang Tamnah;8.21661193;6;13.69435322;
Bandar Lampung;2018;Kedelai;0;0;0;
Bandar Lampung;2018;Padi;2794.74;496.26;56.31604401;
Bandar Lampung;2018;Padi Ladang;0;0;0;
Bandar Lampung;2018;Padi Sawah;0;0;0;
Bandar Lampung;2018;Ubijalar;352.1525231;16;220.0953269;
Bandar Lampung;2018;Ubikayu / Ketela Pohon;1009.902973;43;234.8611566;
Bandar Lampung;2019;Jagung;0;0;0;
Bandar Lampung;2019;Kacang Hijau;0;0;0;
Bandar Lampung;2019;Kacang Tamnah;3;3;10;
Bandar Lampung;2019;Kedelai;6;4.8;12.5;
Bandar Lampung;2019;Padi;2318.24;423.74;54.70901968;
Bandar Lampung;2019;Padi Ladang;0;0;0;
Bandar Lampung;2019;Padi Sawah;0;0;0;
Bandar Lampung;2019;Ubijalar;177.1490867;9;196.8323185;
Bandar Lampung;2019;Ubikayu / Ketela Pohon;1593.501333;68;234.3384314;
Bandar Lampung;2020;Jagung;0;0;0;
Bandar Lampung;2020;Kacang Hijau;0;0;0;
Bandar Lampung;2020;Kacang Tamnah;24.42051541;17;14.36500906;
Bandar Lampung;2020;Kedelai;0;0;0;
Bandar Lampung;2020;Padi;2506.64;523.07;47.92169308;
Bandar Lampung;2020;Padi Ladang;0;0;0;
Bandar Lampung;2020;Padi Sawah;0;0;0;
Bandar Lampung;2020;Ubijalar;127.3557369;8;159.1946711;
Bandar Lampung;2020;Ubikayu / Ketela Pohon;1220.548991;47;259.6912746;
Bandar Lampung;2021;Jagung;0;0;0;
Bandar Lampung;2021;Kacang Hijau;0;0;0;
Bandar Lampung;2021;Kacang Tamnah;0;0;0;
Bandar Lampung;2021;Kedelai;0;0;0;
Bandar Lampung;2021;Padi;2561.57;470.07;54.49337333;
Bandar Lampung;2021;Padi Ladang;0;0;0;
Bandar Lampung;2021;Padi Sawah;0;0;0;
Bandar Lampung;2021;Ubijalar;146.0426667;10;146.0426667;
Bandar Lampung;2021;Ubikayu / Ketela Pohon;1521.6;53.2;286.0150376;
Bandar Lampung;2022;Jagung;0;0;0;
Bandar Lampung;2022;Kacang Hijau;0;0;0;
Bandar Lampung;2022;Kacang Tamnah;4.347032941;2.5;17.38813176;
Bandar Lampung;2022;Kedelai;0;0;0;
Bandar Lampung;2022;Padi;2721.97;491.63;55.3662307;
Bandar Lampung;2022;Padi Ladang;0;0;0;
Bandar Lampung;2022;Padi Sawah;0;0;0;
Bandar Lampung;2022;Ubijalar;72.688;6.5;111.8276923;
Bandar Lampung;2022;Ubikayu / Ketela Pohon;1582.176;45;351.5946667;
Bandar Lampung;2023;Jagung;0;0;0;
Bandar Lampung;2023;Kacang Hijau;0;0;0;
Bandar Lampung;2023;Kacang Tamnah;0;0;0;
Bandar Lampung;2023;Kedelai;0;0;0;
Bandar Lampung;2023;Padi;2444.11;477.44;51.19198224;
Bandar Lampung;2023;Padi Ladang;0;0;0;
Bandar Lampung;2023;Padi Sawah;0;0;0;
Bandar Lampung;2023;Ubijalar;0;0;0;
Bandar Lampung;2023;Ubikayu / Ketela Pohon;0;0;0;
Metro;2017;Jagung;5269.228571;1000.5;52.66595274;
Metro;2017;Kacang Hijau;0;1;0;
Metro;2017;Kacang Tamnah;20.22382095;17.5;11.55646911;
Metro;2017;Kedelai;30;22.3;13.4529148;
Metro;2017;Padi;25899;4787.9;54.09260845;
Metro;2017;Padi Ladang;0;0;0;
Metro;2017;Padi Sawah;0;0;0;
Metro;2017;Ubijalar;28.22564265;2.9;97.32980225;
Metro;2017;Ubikayu / Ketela Pohon;1234.54;43;287.1023256;
Metro;2018;Jagung;0;0;0;
Metro;2018;Kacang Hijau;0;0;0;
Metro;2018;Kacang Tamnah;11.29019774;7.9;14.29138955;
Metro;2018;Kedelai;310.9931255;237.8;13.0779279;
Metro;2018;Padi;25189.74;5228.78;48.17517662;
Metro;2018;Padi Ladang;0;0;0;
Metro;2018;Padi Sawah;0;0;0;
Metro;2018;Ubijalar;174.3269538;8;217.9086923;
Metro;2018;Ubikayu / Ketela Pohon;1713.674396;55;311.577163;
Metro;2019;Jagung;0;0;0;
Metro;2019;Kacang Hijau;6.5632;6.9;9.511884058;
Metro;2019;Kacang Tamnah;3;10.8;2.777777778;
Metro;2019;Kedelai;2;1.9;10.52631579;
Metro;2019;Padi;13073.36;2998.62;43.59792171;
Metro;2019;Padi Ladang;0;0;0;
Metro;2019;Padi Sawah;0;0;0;
Metro;2019;Ubijalar;223.9069776;11.8;189.7516759;
Metro;2019;Ubikayu / Ketela Pohon;1817.115333;56;324.484881;
Metro;2020;Jagung;0;0;0;
Metro;2020;Kacang Hijau;2;1.9;10.52631579;
Metro;2020;Kacang Tamnah;5.453613685;3.9;13.98362483;
Metro;2020;Kedelai;0;0;0;
Metro;2020;Padi;41669.07;7280.04;57.23741903;
Metro;2020;Padi Ladang;0;0;0;
Metro;2020;Padi Sawah;0;0;0;
Metro;2020;Ubijalar;14.664;1;146.64;
Metro;2020;Ubikayu / Ketela Pohon;1174.581128;32;367.0566026;
Metro;2021;Jagung;0;0;0;
Metro;2021;Kacang Hijau;0;0;0;
Metro;2021;Kacang Tamnah;22.1933824;17.8;12.46819236;
Metro;2021;Kedelai;0;0;0;
Metro;2021;Padi;24205.52;5179.2;46.73602101;
Metro;2021;Padi Ladang;0;0;0;
Metro;2021;Padi Sawah;0;0;0;
Metro;2021;Ubijalar;197.2840275;11;179.3491159;
Metro;2021;Ubikayu / Ketela Pohon;1114.337142;41;271.7895469;
Metro;2022;Jagung;0;0;0;
Metro;2022;Kacang Hijau;7;6.5;10.76923077;
Metro;2022;Kacang Tamnah;25.06490447;17.8;14.08140701;
Metro;2022;Kedelai;38.6841;27.3;14.17;
Metro;2022;Padi;29297.35;5323.92;55.0296586;
Metro;2022;Padi Ladang;0;0;0;
Metro;2022;Padi Sawah;0;0;0;
Metro;2022;Ubijalar;227.2707869;12;189.3923224;
Metro;2022;Ubikayu / Ketela Pohon;945.0551655;35;270.0157616;
Metro;2023;Jagung;0;0;0;
Metro;2023;Kacang Hijau;0;0;0;
Metro;2023;Kacang Tamnah;0;0;0;
Metro;2023;Kedelai;0;0;0;
Metro;2023;Padi;29992.75;5279.15;56.81359689;
Metro;2023;Padi Ladang;0;0;0;
Metro;2023;Padi Sawah;0;0;0;
Metro;2023;Ubijalar;0;0;0;
Metro;2023;Ubikayu / Ketela Pohon;0;0;0;
Pringsewu;2017;Jagung;40326.00384;7751.3;52.0248266;
Pringsewu;2017;Kacang Hijau;0;27.4;0;
Pringsewu;2017;Kacang Tamnah;65.78706867;52.2;12.60288672;
Pringsewu;2017;Kedelai;646.6341982;480.5;13.45752754;
Pringsewu;2017;Padi;138009;25497.2;54.12711984;
Pringsewu;2017;Padi Ladang;0;0;0;
Pringsewu;2017;Padi Sawah;0;0;0;
Pringsewu;2017;Ubijalar;363.2341153;33;110.070944;
Pringsewu;2017;Ubikayu / Ketela Pohon;3852.240434;168;229.3000259;
Pringsewu;2018;Jagung;0;0;0;
Pringsewu;2018;Kacang Hijau;14;314.7;0.444868128;
Pringsewu;2018;Kacang Tamnah;61.69798492;42.4;14.55141154;
Pringsewu;2018;Kedelai;1339.046887;1001.9;13.36507522;
Pringsewu;2018;Padi;141246.17;24838.07;56.86680567;
Pringsewu;2018;Padi Ladang;0;0;0;
Pringsewu;2018;Padi Sawah;0;0;0;
