komoditas,tanggal,harga pangan
Beras,01/01/2018,-
Daging Ayam,01/01/2018,-
Daging Sapi,01/01/2018,-
Telur Ayam,01/01/2018,-
Bawang Merah,01/01/2018,-
Bawang Putih,01/01/2018,-
Cabai Merah Besar,01/01/2018,-
Cabai Merah Keriting,01/01/2018,-
Cabai Rawit Hijau,01/01/2018,-
Cabai Rawit Merah,01/01/2018,-
Minyak Goreng,01/01/2018,-
Gula Pasir,01/01/2018,-
"Daging Ayam,21/08/2018,""38,200"""
"Daging Sapi,21/08/2018,""121,250"""
"Telur Ayam,21/08/2018,""22,200"""
"Bawang Merah,21/08/2018,""20,750"""
"Bawang Putih,21/08/2018,""21,250"""
"Cabai Merah Besar,21/08/2018,""40,000"""
"Cabai Merah Keriting,21/08/2018,""27,400"""
"Cabai Rawit Hijau,21/08/2018,""40,150"""
"Cabai Rawit Merah,21/08/2018,""33,650"""
"Minyak Goreng,21/08/2018,""12,250"""
"Gula Pasir,21/08/2018,""12,750"""
Beras,22/08/2018,-
Daging Ayam,22/08/2018,-
Daging Sapi,22/08/2018,-
Telur Ayam,22/08/2018,-
Bawang Merah,22/08/2018,-
Bawang Putih,22/08/2018,-
Cabai Merah Besar,22/08/2018,-
Cabai Merah Keriting,22/08/2018,-
Cabai Rawit Hijau,22/08/2018,-
Cabai Rawit Merah,22/08/2018,-
Minyak Goreng,22/08/2018,-
Gula Pasir,22/08/2018,-
"Beras,23/08/2018,""11,000"""
"Daging Ayam,23/08/2018,""38,450"""
"Daging Sapi,23/08/2018,""121,250"""
"Telur Ayam,23/08/2018,""22,250"""
"Bawang Merah,23/08/2018,""20,750"""
"Bawang Putih,23/08/2018,""21,250"""
"Cabai Merah Besar,23/08/2018,""37,650"""
"Cabai Merah Keriting,23/08/2018,""23,900"""
"Cabai Rawit Hijau,23/08/2018,""39,650"""
"Cabai Rawit Merah,23/08/2018,""34,650"""
"Minyak Goreng,23/08/2018,""12,200"""
"Gula Pasir,23/08/2018,""12,750"""
"Beras,24/08/2018,""11,050"""
"Daging Ayam,24/08/2018,""38,350"""
"Daging Sapi,24/08/2018,""121,250"""
"Telur Ayam,24/08/2018,""22,250"""
"Bawang Merah,24/08/2018,""20,750"""
"Bawang Putih,24/08/2018,""21,650"""
"Cabai Merah Besar,24/08/2018,""37,750"""
"Cabai Merah Keriting,24/08/2018,""23,650"""
"Cabai Rawit Hijau,24/08/2018,""40,150"""
"Cabai Rawit Merah,24/08/2018,""32,400"""
"Minyak Goreng,24/08/2018,""12,200"""
"Gula Pasir,24/08/2018,""12,750"""
"Beras,27/08/2018,""11,050"""
"Daging Ayam,27/08/2018,""38,350"""
"Daging Sapi,27/08/2018,""114,400"""
"Telur Ayam,27/08/2018,""22,450"""
"Bawang Merah,27/08/2018,""20,250"""
"Bawang Putih,27/08/2018,""21,400"""
"Cabai Merah Besar,27/08/2018,""35,750"""
"Cabai Merah Keriting,27/08/2018,""21,250"""
"Cabai Rawit Hijau,27/08/2018,""40,650"""
"Cabai Rawit Merah,27/08/2018,""28,500"""
"Minyak Goreng,27/08/2018,""12,200"""
"Gula Pasir,27/08/2018,""12,750"""
"Beras,28/08/2018,""11,050"""
"Daging Ayam,28/08/2018,""38,800"""
"Daging Sapi,28/08/2018,""114,400"""
"Telur Ayam,28/08/2018,""22,450"""
"Bawang Merah,28/08/2018,""19,750"""
"Bawang Putih,28/08/2018,""21,400"""
"Cabai Merah Besar,28/08/2018,""35,400"""
"Cabai Merah Keriting,28/08/2018,""20,900"""
"Cabai Rawit Hijau,28/08/2018,""40,900"""
"Cabai Rawit Merah,28/08/2018,""27,650"""
"Minyak Goreng,28/08/2018,""12,200"""
"Gula Pasir,28/08/2018,""12,750"""
"Beras,29/08/2018,""11,050"""
"Daging Ayam,29/08/2018,""38,400"""
"Daging Sapi,29/08/2018,""114,400"""
"Telur Ayam,29/08/2018,""22,450"""
"Bawang Merah,29/08/2018,""19,750"""
"Bawang Putih,29/08/2018,""21,400"""
"Cabai Merah Besar,29/08/2018,""35,650"""
"Cabai Merah Keriting,29/08/2018,""20,650"""
"Cabai Rawit Hijau,29/08/2018,""38,250"""
"Cabai Rawit Merah,29/08/2018,""25,750"""
"Minyak Goreng,29/08/2018,""12,200"""
"Gula Pasir,29/08/2018,""12,750"""
"Beras,30/08/2018,""11,050"""
"Daging Ayam,30/08/2018,""38,200"""
"Daging Sapi,30/08/2018,""114,400"""
"Telur Ayam,30/08/2018,""22,450"""
"Bawang Merah,30/08/2018,""19,650"""
"Bawang Putih,30/08/2018,""21,400"""
"Cabai Merah Besar,30/08/2018,""34,750"""
"Cabai Merah Keriting,30/08/2018,""19,900"""
"Cabai Rawit Hijau,30/08/2018,""36,500"""
"Cabai Rawit Merah,30/08/2018,""25,500"""
"Minyak Goreng,30/08/2018,""12,100"""
"Gula Pasir,30/08/2018,""12,750"""
"Beras,31/08/2018,""11,050"""
"Daging Ayam,31/08/2018,""37,700"""
"Daging Sapi,31/08/2018,""114,400"""
"Telur Ayam,31/08/2018,""22,450"""
"Bawang Merah,31/08/2018,""19,400"""
"Bawang Putih,31/08/2018,""21,000"""
"Cabai Merah Besar,31/08/2018,""35,000"""
"Cabai Merah Keriting,31/08/2018,""18,900"""
"Cabai Rawit Hijau,31/08/2018,""36,400"""
"Cabai Rawit Merah,31/08/2018,""25,000"""
"Minyak Goreng,31/08/2018,""12,100"""
"Gula Pasir,31/08/2018,""12,700"""
"Beras,03/09/2018,""11,100"""
"Daging Ayam,03/09/2018,""36,200"""
"Daging Sapi,03/09/2018,""114,400"""
"Telur Ayam,03/09/2018,""22,350"""
"Bawang Merah,03/09/2018,""19,000"""
"Bawang Putih,03/09/2018,""21,250"""
"Cabai Merah Besar,03/09/2018,""33,250"""
"Cabai Merah Keriting,03/09/2018,""19,900"""
"Cabai Rawit Hijau,03/09/2018,""35,750"""
"Cabai Rawit Merah,03/09/2018,""24,750"""
"Minyak Goreng,03/09/2018,""12,150"""
"Gula Pasir,03/09/2018,""12,650"""
"Beras,04/09/2018,""11,100"""
"Daging Ayam,04/09/2018,""36,200"""
"Daging Sapi,04/09/2018,""114,400"""
"Telur Ayam,04/09/2018,""22,150"""
"Bawang Merah,04/09/2018,""18,900"""
"Bawang Putih,04/09/2018,""21,150"""
"Cabai Merah Besar,04/09/2018,""34,000"""
"Cabai Merah Keriting,04/09/2018,""20,400"""
"Cabai Rawit Hijau,04/09/2018,""37,650"""
"Cabai Rawit Merah,04/09/2018,""25,650"""
"Minyak Goreng,04/09/2018,""12,150"""
"Gula Pasir,04/09/2018,""12,700"""
"Beras,05/09/2018,""11,100"""
"Daging Ayam,05/09/2018,""36,100"""
"Daging Sapi,05/09/2018,""114,400"""
"Telur Ayam,05/09/2018,""21,900"""
"Bawang Merah,05/09/2018,""18,900"""
"Bawang Putih,05/09/2018,""21,000"""
"Cabai Merah Besar,05/09/2018,""34,250"""
"Cabai Merah Keriting,05/09/2018,""20,500"""
"Cabai Rawit Hijau,05/09/2018,""37,250"""
"Cabai Rawit Merah,05/09/2018,""25,900"""
"Minyak Goreng,05/09/2018,""12,150"""
"Gula Pasir,05/09/2018,""12,700"""
"Beras,06/09/2018,""11,150"""
"Daging Ayam,06/09/2018,""35,900"""
"Daging Sapi,06/09/2018,""114,400"""
"Telur Ayam,06/09/2018,""21,800"""
"Bawang Merah,06/09/2018,""18,500"""
"Bawang Putih,06/09/2018,""21,000"""
"Cabai Merah Besar,06/09/2018,""33,650"""
"Cabai Merah Keriting,06/09/2018,""20,000"""
"Cabai Rawit Hijau,06/09/2018,""37,250"""
"Cabai Rawit Merah,06/09/2018,""23,400"""
"Minyak Goreng,06/09/2018,""12,050"""
"Gula Pasir,06/09/2018,""12,700"""
"Beras,07/09/2018,""11,100"""
"Daging Ayam,07/09/2018,""35,600"""
"Daging Sapi,07/09/2018,""114,400"""
"Telur Ayam,07/09/2018,""21,650"""
"Bawang Merah,07/09/2018,""18,500"""
"Bawang Putih,07/09/2018,""21,000"""
"Cabai Merah Besar,07/09/2018,""33,250"""
"Cabai Merah Keriting,07/09/2018,""19,750"""
"Cabai Rawit Hijau,07/09/2018,""37,650"""
"Cabai Rawit Merah,07/09/2018,""23,650"""
"Minyak Goreng,07/09/2018,""12,050"""
"Gula Pasir,07/09/2018,""12,700"""
"Beras,10/09/2018,""11,100"""
"Daging Ayam,10/09/2018,""34,750"""
"Daging Sapi,10/09/2018,""114,400"""
"Telur Ayam,10/09/2018,""21,500"""
"Bawang Merah,10/09/2018,""19,000"""
"Bawang Putih,10/09/2018,""21,000"""
"Cabai Merah Besar,10/09/2018,""34,500"""
"Cabai Merah Keriting,10/09/2018,""22,000"""
"Cabai Rawit Hijau,10/09/2018,""38,650"""
"Cabai Rawit Merah,10/09/2018,""23,500"""
"Minyak Goreng,10/09/2018,""12,050"""
"Gula Pasir,10/09/2018,""12,700"""
Beras,11/09/2018,-
Daging Ayam,11/09/2018,-
Daging Sapi,11/09/2018,-
Telur Ayam,11/09/2018,-
Bawang Merah,11/09/2018,-
Bawang Putih,11/09/2018,-
Cabai Merah Besar,11/09/2018,-
Cabai Merah Keriting,11/09/2018,-
Cabai Rawit Hijau,11/09/2018,-
Cabai Rawit Merah,11/09/2018,-
Minyak Goreng,11/09/2018,-
Gula Pasir,11/09/2018,-
"Beras,12/09/2018,""11,150"""
"Daging Ayam,12/09/2018,""34,950"""
"Daging Sapi,12/09/2018,""114,400"""
"Telur Ayam,12/09/2018,""21,350"""
"Bawang Merah,12/09/2018,""18,000"""
"Bawang Putih,12/09/2018,""21,400"""
"Cabai Merah Besar,12/09/2018,""34,650"""
"Cabai Merah Keriting,12/09/2018,""22,250"""
"Cabai Rawit Hijau,12/09/2018,""39,500"""
"Cabai Rawit Merah,12/09/2018,""21,900"""
"Minyak Goreng,12/09/2018,""12,050"""
"Gula Pasir,12/09/2018,""12,700"""
"Beras,13/09/2018,""11,150"""
"Daging Ayam,13/09/2018,""34,700"""
"Daging Sapi,13/09/2018,""114,400"""
"Telur Ayam,13/09/2018,""21,350"""
"Bawang Merah,13/09/2018,""18,250"""
"Bawang Putih,13/09/2018,""20,900"""
"Cabai Merah Besar,13/09/2018,""34,400"""
"Cabai Merah Keriting,13/09/2018,""22,250"""
"Cabai Rawit Hijau,13/09/2018,""40,750"""
"Cabai Rawit Merah,13/09/2018,""22,900"""
"Minyak Goreng,13/09/2018,""12,050"""
"Gula Pasir,13/09/2018,""12,700"""
"Beras,14/09/2018,""11,150"""
"Daging Ayam,14/09/2018,""34,700"""
"Daging Sapi,14/09/2018,""114,400"""
"Telur Ayam,14/09/2018,""21,200"""
"Bawang Merah,14/09/2018,""18,150"""
"Bawang Putih,14/09/2018,""21,250"""
"Cabai Merah Besar,14/09/2018,""34,650"""
"Cabai Merah Keriting,14/09/2018,""22,900"""
"Cabai Rawit Hijau,14/09/2018,""40,750"""
"Cabai Rawit Merah,14/09/2018,""23,000"""
"Minyak Goreng,14/09/2018,""11,850"""
"Gula Pasir,14/09/2018,""12,700"""
"Beras,17/09/2018,""11,200"""
"Daging Ayam,17/09/2018,""33,950"""
"Daging Sapi,17/09/2018,""114,400"""
"Telur Ayam,17/09/2018,""21,200"""
"Bawang Merah,17/09/2018,""17,750"""
"Bawang Putih,17/09/2018,""20,750"""
"Cabai Merah Besar,17/09/2018,""34,150"""
"Cabai Merah Keriting,17/09/2018,""22,150"""
"Cabai Rawit Hijau,17/09/2018,""39,250"""
"Cabai Rawit Merah,17/09/2018,""22,500"""
"Minyak Goreng,17/09/2018,""11,850"""
"Gula Pasir,17/09/2018,""12,700"""
"Beras,18/09/2018,""11,200"""
"Daging Ayam,18/09/2018,""33,950"""
"Daging Sapi,18/09/2018,""114,400"""
"Telur Ayam,18/09/2018,""21,200"""
"Bawang Merah,18/09/2018,""17,750"""
"Bawang Putih,18/09/2018,""20,750"""
"Cabai Merah Besar,18/09/2018,""34,250"""
"Cabai Merah Keriting,18/09/2018,""22,400"""
"Cabai Rawit Hijau,18/09/2018,""39,250"""
"Cabai Rawit Merah,18/09/2018,""22,500"""
"Minyak Goreng,18/09/2018,""11,850"""
"Gula Pasir,18/09/2018,""12,700"""
"Beras,19/09/2018,""11,200"""
"Daging Ayam,19/09/2018,""33,450"""
"Daging Sapi,19/09/2018,""114,400"""
"Telur Ayam,19/09/2018,""21,100"""
"Bawang Merah,19/09/2018,""17,650"""
"Bawang Putih,19/09/2018,""20,750"""
"Cabai Merah Besar,19/09/2018,""34,250"""
"Cabai Merah Keriting,19/09/2018,""22,400"""
"Cabai Rawit Hijau,19/09/2018,""39,750"""
"Cabai Rawit Merah,19/09/2018,""21,750"""
"Minyak Goreng,19/09/2018,""11,850"""
"Gula Pasir,19/09/2018,""12,700"""
"Beras,20/09/2018,""11,250"""
"Daging Ayam,20/09/2018,""33,100"""
"Daging Sapi,20/09/2018,""114,400"""
"Telur Ayam,20/09/2018,""20,750"""
"Bawang Merah,20/09/2018,""17,650"""
"Bawang Putih,20/09/2018,""20,750"""
"Cabai Merah Besar,20/09/2018,""35,000"""
"Cabai Merah Keriting,20/09/2018,""23,150"""
"Cabai Rawit Hijau,20/09/2018,""40,400"""
"Cabai Rawit Merah,20/09/2018,""22,500"""
"Minyak Goreng,20/09/2018,""11,850"""
"Gula Pasir,20/09/2018,""12,550"""
"Beras,21/09/2018,""11,250"""
"Daging Ayam,21/09/2018,""32,450"""
"Daging Sapi,21/09/2018,""114,400"""
"Telur Ayam,21/09/2018,""20,750"""
"Bawang Merah,21/09/2018,""17,400"""
"Bawang Putih,21/09/2018,""20,750"""
"Cabai Merah Besar,21/09/2018,""34,750"""
"Cabai Merah Keriting,21/09/2018,""22,750"""
"Cabai Rawit Hijau,21/09/2018,""40,400"""
"Cabai Rawit Merah,21/09/2018,""21,150"""
"Minyak Goreng,21/09/2018,""11,850"""
"Gula Pasir,21/09/2018,""12,550"""
"Beras,24/09/2018,""11,250"""
"Daging Ayam,24/09/2018,""31,700"""
"Daging Sapi,24/09/2018,""114,400"""
"Telur Ayam,24/09/2018,""20,600"""
"Bawang Merah,24/09/2018,""17,400"""
"Bawang Putih,24/09/2018,""20,750"""
"Cabai Merah Besar,24/09/2018,""37,750"""
"Cabai Merah Keriting,24/09/2018,""27,650"""
"Cabai Rawit Hijau,24/09/2018,""40,900"""
"Cabai Rawit Merah,24/09/2018,""22,400"""
"Minyak Goreng,24/09/2018,""11,850"""
"Gula Pasir,24/09/2018,""12,550"""
"Beras,25/09/2018,""11,250"""
"Daging Ayam,25/09/2018,""31,600"""
"Daging Sapi,25/09/2018,""114,400"""
"Telur Ayam,25/09/2018,""20,350"""
"Bawang Merah,25/09/2018,""17,400"""
"Bawang Putih,25/09/2018,""20,750"""
"Cabai Merah Besar,25/09/2018,""37,250"""
"Cabai Merah Keriting,25/09/2018,""26,900"""
"Cabai Rawit Hijau,25/09/2018,""40,900"""
"Cabai Rawit Merah,25/09/2018,""22,400"""
"Minyak Goreng,25/09/2018,""11,850"""
"Gula Pasir,25/09/2018,""12,500"""
"Beras,26/09/2018,""11,250"""
"Daging Ayam,26/09/2018,""31,450"""
"Daging Sapi,26/09/2018,""114,400"""
"Telur Ayam,26/09/2018,""20,350"""
"Bawang Merah,26/09/2018,""17,400"""
"Bawang Putih,26/09/2018,""20,750"""
"Cabai Merah Besar,26/09/2018,""36,500"""
"Cabai Merah Keriting,26/09/2018,""25,650"""
"Cabai Rawit Hijau,26/09/2018,""40,000"""
"Cabai Rawit Merah,26/09/2018,""22,400"""
"Minyak Goreng,26/09/2018,""11,750"""
"Gula Pasir,26/09/2018,""12,500"""
"Beras,27/09/2018,""11,250"""
"Daging Ayam,27/09/2018,""31,350"""
"Daging Sapi,27/09/2018,""114,400"""
"Telur Ayam,27/09/2018,""20,150"""
"Bawang Merah,27/09/2018,""17,400"""
"Bawang Putih,27/09/2018,""20,650"""
"Cabai Merah Besar,27/09/2018,""36,000"""
"Cabai Merah Keriting,27/09/2018,""25,650"""
"Cabai Rawit Hijau,27/09/2018,""39,400"""
"Cabai Rawit Merah,27/09/2018,""22,750"""
"Minyak Goreng,27/09/2018,""11,750"""
"Gula Pasir,27/09/2018,""12,500"""
"Beras,28/09/2018,""11,250"""
"Daging Ayam,28/09/2018,""31,350"""
"Daging Sapi,28/09/2018,""114,400"""
"Telur Ayam,28/09/2018,""20,150"""
"Bawang Merah,28/09/2018,""17,150"""
"Bawang Putih,28/09/2018,""20,650"""
"Cabai Merah Besar,28/09/2018,""35,250"""
"Cabai Merah Keriting,28/09/2018,""24,900"""
"Cabai Rawit Hijau,28/09/2018,""38,900"""
"Cabai Rawit Merah,28/09/2018,""22,500"""
"Minyak Goreng,28/09/2018,""11,750"""
"Gula Pasir,28/09/2018,""12,500"""
"Beras,01/10/2018,""11,250"""
"Daging Ayam,01/10/2018,""31,550"""
"Daging Sapi,01/10/2018,""114,400"""
"Telur Ayam,01/10/2018,""20,150"""
"Bawang Merah,01/10/2018,""16,750"""
"Bawang Putih,01/10/2018,""20,500"""
"Cabai Merah Besar,01/10/2018,""35,150"""
"Cabai Merah Keriting,01/10/2018,""24,750"""
"Cabai Rawit Hijau,01/10/2018,""37,750"""
"Cabai Rawit Merah,01/10/2018,""22,650"""
"Minyak Goreng,01/10/2018,""11,750"""
"Gula Pasir,01/10/2018,""12,500"""
"Beras,02/10/2018,""11,300"""
"Daging Ayam,02/10/2018,""31,900"""
"Daging Sapi,02/10/2018,""114,400"""
"Telur Ayam,02/10/2018,""20,500"""
"Bawang Merah,02/10/2018,""16,250"""
"Bawang Putih,02/10/2018,""19,650"""
"Cabai Merah Besar,02/10/2018,""35,500"""
"Cabai Merah Keriting,02/10/2018,""25,000"""
"Cabai Rawit Hijau,02/10/2018,""38,400"""
"Cabai Rawit Merah,02/10/2018,""23,250"""
"Minyak Goreng,02/10/2018,""11,750"""
"Gula Pasir,02/10/2018,""12,500"""
"Beras,03/10/2018,""11,300"""
"Daging Ayam,03/10/2018,""31,900"""
"Daging Sapi,03/10/2018,""114,400"""
"Telur Ayam,03/10/2018,""20,950"""
"Bawang Merah,03/10/2018,""16,250"""
"Bawang Putih,03/10/2018,""19,400"""
"Cabai Merah Besar,03/10/2018,""34,900"""
"Cabai Merah Keriting,03/10/2018,""25,000"""
"Cabai Rawit Hijau,03/10/2018,""38,250"""
"Cabai Rawit Merah,03/10/2018,""25,750"""
"Minyak Goreng,03/10/2018,""11,750"""
"Gula Pasir,03/10/2018,""12,500"""
"Beras,04/10/2018,""11,300"""
"Daging Ayam,04/10/2018,""32,450"""
"Daging Sapi,04/10/2018,""114,400"""
"Telur Ayam,04/10/2018,""21,650"""
"Bawang Merah,04/10/2018,""16,000"""
"Bawang Putih,04/10/2018,""19,400"""
"Cabai Merah Besar,04/10/2018,""34,650"""
"Cabai Merah Keriting,04/10/2018,""24,650"""
"Cabai Rawit Hijau,04/10/2018,""38,250"""
"Cabai Rawit Merah,04/10/2018,""27,250"""
"Minyak Goreng,04/10/2018,""11,750"""
"Gula Pasir,04/10/2018,""12,500"""
"Beras,05/10/2018,""11,300"""
"Daging Ayam,05/10/2018,""32,600"""
"Daging Sapi,05/10/2018,""114,400"""
"Telur Ayam,05/10/2018,""21,650"""
"Bawang Merah,05/10/2018,""16,000"""
"Bawang Putih,05/10/2018,""19,500"""
"Cabai Merah Besar,05/10/2018,""34,900"""
"Cabai Merah Keriting,05/10/2018,""24,900"""
"Cabai Rawit Hijau,05/10/2018,""38,150"""
"Cabai Rawit Merah,05/10/2018,""27,250"""
"Minyak Goreng,05/10/2018,""11,750"""
"Gula Pasir,05/10/2018,""12,500"""
"Beras,08/10/2018,""11,300"""
"Daging Ayam,08/10/2018,""32,600"""
"Daging Sapi,08/10/2018,""114,400"""
"Telur Ayam,08/10/2018,""21,550"""
"Bawang Merah,08/10/2018,""15,750"""
"Bawang Putih,08/10/2018,""19,400"""
"Cabai Merah Besar,08/10/2018,""36,500"""
"Cabai Merah Keriting,08/10/2018,""24,750"""
"Cabai Rawit Hijau,08/10/2018,""37,900"""
"Cabai Rawit Merah,08/10/2018,""27,650"""
"Minyak Goreng,08/10/2018,""11,800"""
"Gula Pasir,08/10/2018,""12,500"""
"Beras,09/10/2018,""11,300"""
"Daging Ayam,09/10/2018,""33,200"""
"Daging Sapi,09/10/2018,""114,400"""
"Telur Ayam,09/10/2018,""21,400"""
"Bawang Merah,09/10/2018,""16,000"""
"Bawang Putih,09/10/2018,""19,500"""
"Cabai Merah Besar,09/10/2018,""36,650"""
"Cabai Merah Keriting,09/10/2018,""24,750"""
"Cabai Rawit Hijau,09/10/2018,""36,650"""
"Cabai Rawit Merah,09/10/2018,""27,150"""
"Minyak Goreng,09/10/2018,""11,800"""
"Gula Pasir,09/10/2018,""12,500"""
"Beras,10/10/2018,""11,300"""
"Daging Ayam,10/10/2018,""33,450"""
"Daging Sapi,10/10/2018,""114,400"""
"Telur Ayam,10/10/2018,""20,950"""
"Bawang Merah,10/10/2018,""15,900"""
"Bawang Putih,10/10/2018,""19,650"""
"Cabai Merah Besar,10/10/2018,""38,250"""
"Cabai Merah Keriting,10/10/2018,""26,000"""
"Cabai Rawit Hijau,10/10/2018,""36,650"""
"Cabai Rawit Merah,10/10/2018,""26,000"""
"Minyak Goreng,10/10/2018,""11,800"""
"Gula Pasir,10/10/2018,""12,500"""
"Beras,11/10/2018,""11,350"""
"Daging Ayam,11/10/2018,""33,600"""
"Daging Sapi,11/10/2018,""114,400"""
"Telur Ayam,11/10/2018,""20,700"""
"Bawang Merah,11/10/2018,""16,750"""
"Bawang Putih,11/10/2018,""19,750"""
"Cabai Merah Besar,11/10/2018,""39,150"""
"Cabai Merah Keriting,11/10/2018,""26,900"""
"Cabai Rawit Hijau,11/10/2018,""37,400"""
"Cabai Rawit Merah,11/10/2018,""27,500"""
"Minyak Goreng,11/10/2018,""12,000"""
"Gula Pasir,11/10/2018,""12,400"""
"Beras,12/10/2018,""11,350"""
"Daging Ayam,12/10/2018,""33,950"""
"Daging Sapi,12/10/2018,""114,400"""
"Telur Ayam,12/10/2018,""20,700"""
"Bawang Merah,12/10/2018,""17,150"""
"Bawang Putih,12/10/2018,""19,650"""
"Cabai Merah Besar,12/10/2018,""39,150"""
"Cabai Merah Keriting,12/10/2018,""27,150"""
"Cabai Rawit Hijau,12/10/2018,""37,900"""
"Cabai Rawit Merah,12/10/2018,""27,000"""
"Minyak Goreng,12/10/2018,""12,000"""
"Gula Pasir,12/10/2018,""12,500"""
"Beras,15/10/2018,""11,350"""
"Daging Ayam,15/10/2018,""34,100"""
"Daging Sapi,15/10/2018,""114,400"""
"Telur Ayam,15/10/2018,""20,500"""
"Bawang Merah,15/10/2018,""18,500"""
"Bawang Putih,15/10/2018,""19,500"""
"Cabai Merah Besar,15/10/2018,""39,500"""
"Cabai Merah Keriting,15/10/2018,""27,650"""
"Cabai Rawit Hijau,15/10/2018,""37,250"""
"Cabai Rawit Merah,15/10/2018,""27,150"""
"Minyak Goreng,15/10/2018,""12,000"""
"Gula Pasir,15/10/2018,""12,500"""
"Beras,16/10/2018,""11,350"""
"Daging Ayam,16/10/2018,""34,200"""
"Daging Sapi,16/10/2018,""114,400"""
"Telur Ayam,16/10/2018,""20,500"""
"Bawang Merah,16/10/2018,""19,000"""
"Bawang Putih,16/10/2018,""19,750"""
"Cabai Merah Besar,16/10/2018,""39,500"""
"Cabai Merah Keriting,16/10/2018,""27,750"""
"Cabai Rawit Hijau,16/10/2018,""37,900"""
"Cabai Rawit Merah,16/10/2018,""27,900"""
"Minyak Goreng,16/10/2018,""12,000"""
"Gula Pasir,16/10/2018,""12,500"""
"Beras,17/10/2018,""11,350"""
"Daging Ayam,17/10/2018,""34,650"""
"Daging Sapi,17/10/2018,""114,400"""
"Telur Ayam,17/10/2018,""20,500"""
"Bawang Merah,17/10/2018,""19,500"""
"Bawang Putih,17/10/2018,""20,500"""
"Cabai Merah Besar,17/10/2018,""40,250"""
"Cabai Merah Keriting,17/10/2018,""28,900"""
"Cabai Rawit Hijau,17/10/2018,""38,500"""
"Cabai Rawit Merah,17/10/2018,""28,650"""
"Minyak Goreng,17/10/2018,""12,000"""
"Gula Pasir,17/10/2018,""12,450"""
"Beras,18/10/2018,""11,350"""
"Daging Ayam,18/10/2018,""34,650"""
"Daging Sapi,18/10/2018,""114,400"""
"Telur Ayam,18/10/2018,""20,400"""
"Bawang Merah,18/10/2018,""19,650"""
"Bawang Putih,18/10/2018,""20,750"""
"Cabai Merah Besar,18/10/2018,""40,250"""
"Cabai Merah Keriting,18/10/2018,""29,150"""
"Cabai Rawit Hijau,18/10/2018,""38,000"""
"Cabai Rawit Merah,18/10/2018,""28,000"""
"Minyak Goreng,18/10/2018,""12,000"""
"Gula Pasir,18/10/2018,""12,450"""
"Beras,19/10/2018,""11,300"""
"Daging Ayam,19/10/2018,""34,650"""
"Daging Sapi,19/10/2018,""114,400"""
"Telur Ayam,19/10/2018,""20,400"""
"Bawang Merah,19/10/2018,""19,250"""
"Bawang Putih,19/10/2018,""20,900"""
"Cabai Merah Besar,19/10/2018,""40,750"""
"Cabai Merah Keriting,19/10/2018,""30,750"""
"Cabai Rawit Hijau,19/10/2018,""37,900"""
"Cabai Rawit Merah,19/10/2018,""28,000"""
"Minyak Goreng,19/10/2018,""12,000"""
"Gula Pasir,19/10/2018,""12,450"""
"Beras,22/10/2018,""11,300"""
"Daging Ayam,22/10/2018,""34,550"""
"Daging Sapi,22/10/2018,""114,400"""
"Telur Ayam,22/10/2018,""20,250"""
"Bawang Merah,22/10/2018,""19,500"""
"Bawang Putih,22/10/2018,""20,900"""
"Cabai Merah Besar,22/10/2018,""39,400"""
"Cabai Merah Keriting,22/10/2018,""29,250"""
"Cabai Rawit Hijau,22/10/2018,""36,150"""
"Cabai Rawit Merah,22/10/2018,""27,900"""
"Minyak Goreng,22/10/2018,""12,000"""
"Gula Pasir,22/10/2018,""12,350"""
"Beras,23/10/2018,""11,300"""
"Daging Ayam,23/10/2018,""34,550"""
"Daging Sapi,23/10/2018,""114,400"""
"Telur Ayam,23/10/2018,""20,250"""
"Bawang Merah,23/10/2018,""19,500"""
"Bawang Putih,23/10/2018,""20,900"""
"Cabai Merah Besar,23/10/2018,""39,250"""
"Cabai Merah Keriting,23/10/2018,""28,900"""
"Cabai Rawit Hijau,23/10/2018,""35,900"""
"Cabai Rawit Merah,23/10/2018,""27,400"""
"Minyak Goreng,23/10/2018,""12,000"""
"Gula Pasir,23/10/2018,""12,350"""
"Beras,24/10/2018,""11,300"""
"Daging Ayam,24/10/2018,""34,550"""
"Daging Sapi,24/10/2018,""114,400"""
"Telur Ayam,24/10/2018,""20,250"""
"Bawang Merah,24/10/2018,""19,400"""
"Bawang Putih,24/10/2018,""20,900"""
"Cabai Merah Besar,24/10/2018,""38,650"""
"Cabai Merah Keriting,24/10/2018,""27,650"""
"Cabai Rawit Hijau,24/10/2018,""34,650"""
"Cabai Rawit Merah,24/10/2018,""27,750"""
"Minyak Goreng,24/10/2018,""12,000"""
"Gula Pasir,24/10/2018,""12,350"""
"Beras,25/10/2018,""11,300"""
"Daging Ayam,25/10/2018,""34,100"""
"Daging Sapi,25/10/2018,""114,400"""
"Telur Ayam,25/10/2018,""20,250"""
"Bawang Merah,25/10/2018,""19,400"""
"Bawang Putih,25/10/2018,""20,900"""
"Cabai Merah Besar,25/10/2018,""38,900"""
"Cabai Merah Keriting,25/10/2018,""27,250"""
"Cabai Rawit Hijau,25/10/2018,""34,650"""
"Cabai Rawit Merah,25/10/2018,""27,500"""
"Minyak Goreng,25/10/2018,""12,000"""
"Gula Pasir,25/10/2018,""12,350"""
"Beras,26/10/2018,""11,350"""
"Daging Ayam,26/10/2018,""33,850"""
